flight_id,date,origin_city,destination_city,duration_hours,distance_miles,popularity,day
15186,2030-07-12,Tokyo,New York,14.4,6813,4,friday
15187,2030-07-13,London,New York,7.3,3754,3,saturday
15188,2030-07-13,Tokyo,Los Angeles,12.4,5708,3,saturday
15189,2030-07-13,New York,Paris,7.4,3696,3,saturday
15190,2030-07-13,London,New York,7.4,3597,7,saturday
15191,2030-07-13,Sydney,New York,23.3,10091,6,saturday
15192,2030-07-13,Los Angeles,Singapore,15.3,8833,2,saturday
15193,2030-07-13,Nairobi,New York,13.5,7360,2,saturday
15194,2030-07-13,New York,Lima,8.3,3716,9,saturday
15195,2030-07-13,Dubai,Paris,7,3415,3,saturday
15196,2030-07-14,Singapore,Dubai,7.6,3795,8,sunday
15197,2030-07-14,Los Angeles,Dubai,16.1,8412,4,sunday
15198,2030-07-14,New York,Nairobi,13.8,7422,10,sunday
15199,2030-07-14,Los Angeles,Sydney,16,7627,5,sunday
15200,2030-07-14,Tokyo,Singapore,6.8,3384,5,sunday
15201,2030-07-14,Nairobi,New York,13.7,7398,10,sunday
15202,2030-07-14,Dubai,Nairobi,5.2,2322,5,sunday
15203,2030-07-14,Sydney,Tokyo,10.1,4937,6,sunday
15204,2030-07-14,Dubai,Sydney,14.5,7510,7,sunday
15205,2030-07-14,New York,Tokyo,14.4,6858,3,sunday
15206,2030-07-15,Paris,Nairobi,8.1,4112,2,monday
15207,2030-07-15,Paris,New York,7.5,3645,5,monday
15208,2030-07-15,Los Angeles,Lima,8.6,4193,10,monday
15209,2030-07-15,Los Angeles,Dubai,16.1,8322,4,monday
15210,2030-07-15,Los Angeles,Singapore,15.3,8861,8,monday
15211,2030-07-16,Sydney,Tokyo,9.9,4984,6,tuesday
15212,2030-07-16,Los Angeles,Tokyo,12.2,5499,4,tuesday
15213,2030-07-16,New York,Tokyo,14.5,6800,2,tuesday
15214,2030-07-16,Los Angeles,Paris,10.6,5724,8,tuesday
15215,2030-07-16,Singapore,Dubai,7.6,3685,4,tuesday
15216,2030-07-16,Tokyo,London,11.7,6115,6,tuesday
15217,2030-07-16,Sydney,Los Angeles,15.6,7624,7,tuesday
15218,2030-07-16,New York,Los Angeles,6.2,2532,2,tuesday
15219,2030-07-16,Singapore,Paris,14.1,7098,8,tuesday
15220,2030-07-17,Los Angeles,Lima,8.7,4247,3,wednesday
15221,2030-07-17,New York,Nairobi,13.6,7452,9,wednesday
15222,2030-07-17,Dubai,Sydney,14.4,7563,10,wednesday
15223,2030-07-17,Sydney,New York,23.5,10032,7,wednesday
15224,2030-07-17,Sydney,Tokyo,9.9,5038,2,wednesday
15225,2030-07-17,Dubai,Tokyo,12.3,4933,8,wednesday
15226,2030-07-17,Dubai,Paris,7.1,3374,6,wednesday
15227,2030-07-17,Dubai,Sydney,14.5,7506,3,wednesday
15228,2030-07-17,Sydney,Tokyo,10,4929,3,wednesday
15229,2030-07-18,Los Angeles,Singapore,15.4,8837,5,thursday
15230,2030-07-18,London,Los Angeles,11.7,5506,2,thursday
15231,2030-07-18,Singapore,Paris,14.2,7091,9,thursday
15232,2030-07-18,New York,Tokyo,14.3,6838,4,thursday
15233,2030-07-18,Dubai,New York,13,6983,1,thursday
15234,2030-07-18,Paris,London,1.4,240,1,thursday
15235,2030-07-18,London,Singapore,15.4,6795,6,thursday
15236,2030-07-18,Tokyo,Singapore,6.8,3447,9,thursday
15237,2030-07-19,New York,Lima,8.3,3747,5,friday
15238,2030-07-19,Los Angeles,London,11.7,5580,2,friday
15239,2030-07-19,Nairobi,New York,13.6,7518,5,friday
15240,2030-07-19,Tokyo,New York,14.5,6808,9,friday
15241,2030-07-19,London,Nairobi,8.6,4261,2,friday
15242,2030-07-19,Dubai,Paris,6.8,3303,2,friday
15243,2030-07-19,Sydney,New York,23.1,10004,6,friday
15244,2030-07-19,Dubai,Paris,6.8,3306,5,friday
15245,2030-07-19,Sydney,New York,23.3,9940,8,friday
15246,2030-07-19,Tokyo,Paris,13.8,6260,6,friday
15247,2030-07-20,Lima,New York,8.2,3722,2,saturday
15248,2030-07-20,Dubai,Tokyo,12.5,4952,3,saturday
15249,2030-07-20,New York,Dubai,13,6896,8,saturday
15250,2030-07-20,Nairobi,New York,13.7,7576,2,saturday
15251,2030-07-20,Dubai,Los Angeles,16.1,8388,1,saturday
15252,2030-07-21,Paris,Dubai,7,3302,8,sunday
15253,2030-07-21,Los Angeles,Lima,8.7,4295,9,sunday
15254,2030-07-21,New York,Los Angeles,6.3,2613,10,sunday
15255,2030-07-21,Los Angeles,Tokyo,12.2,5492,5,sunday
15256,2030-07-21,Paris,London,1.4,297,7,sunday
15257,2030-07-21,Tokyo,Los Angeles,12.3,5497,10,sunday
15258,2030-07-21,Lima,Los Angeles,8.7,4329,9,sunday
15259,2030-07-21,Dubai,Sydney,14.4,7665,10,sunday
15260,2030-07-21,Sydney,Dubai,14.3,7514,8,sunday
15261,2030-07-22,Los Angeles,London,11.4,5654,6,monday
15262,2030-07-22,Sydney,Tokyo,10.3,4884,3,monday
15263,2030-07-22,Singapore,Los Angeles,15.4,8892,7,monday
15264,2030-07-22,Paris,London,1.4,285,3,monday
15265,2030-07-22,Dubai,Nairobi,5.6,2320,2,monday
15266,2030-07-22,Paris,Tokyo,14,6058,10,monday
15267,2030-07-22,Dubai,Paris,6.8,3373,8,monday
15268,2030-07-22,Los Angeles,Lima,8.8,4212,2,monday
15269,2030-07-22,Los Angeles,London,11.4,5479,9,monday
15270,2030-07-22,New York,London,7.4,3519,3,monday
15271,2030-07-23,Los Angeles,London,11.5,5485,6,tuesday
15272,2030-07-23,Singapore,Tokyo,6.8,3361,9,tuesday
15273,2030-07-23,Sydney,Dubai,14.9,7523,10,tuesday
15274,2030-07-23,Los Angeles,London,11.4,5529,6,tuesday
15275,2030-07-23,Los Angeles,Dubai,15.9,8341,7,tuesday
15276,2030-07-24,Singapore,London,15.3,6818,3,wednesday
15277,2030-07-24,Lima,Los Angeles,8.7,4195,10,wednesday
15278,2030-07-24,Paris,New York,7.6,3639,3,wednesday
15279,2030-07-24,Tokyo,Sydney,9.9,5006,9,wednesday
15280,2030-07-24,Tokyo,London,11.8,6136,9,wednesday
15281,2030-07-24,Paris,Los Angeles,10.5,5717,8,wednesday
15282,2030-07-24,Dubai,Sydney,14.4,7507,6,wednesday
15283,2030-07-24,Paris,Nairobi,8.1,4284,8,wednesday
15284,2030-07-24,London,Nairobi,8.7,4320,1,wednesday
15285,2030-07-25,Los Angeles,Paris,10.5,5686,10,thursday
15286,2030-07-25,Singapore,Tokyo,7,3325,2,thursday
15287,2030-07-25,London,Tokyo,12,6005,6,thursday
15288,2030-07-25,Paris,New York,7.6,3700,8,thursday
15289,2030-07-25,Sydney,Los Angeles,15.8,7500,8,thursday
15290,2030-07-26,Sydney,Tokyo,9.9,4911,9,friday
15291,2030-07-26,London,Paris,1.4,261,3,friday
15292,2030-07-26,Paris,Singapore,14,6995,10,friday
15293,2030-07-26,Los Angeles,Lima,8.6,4213,1,friday
15294,2030-07-26,Singapore,Los Angeles,15.2,8939,9,friday
15295,2030-07-26,Los Angeles,Lima,8.6,4368,6,friday
15296,2030-07-27,London,Los Angeles,11.4,5593,5,saturday
15297,2030-07-27,Lima,New York,8.1,3652,6,saturday
15298,2030-07-27,Dubai,Tokyo,12.3,5002,4,saturday
15299,2030-07-27,London,Singapore,15.3,6838,8,saturday
15300,2030-07-27,Dubai,Paris,6.8,3275,10,saturday
15301,2030-07-28,London,Dubai,7.3,3399,4,sunday
15302,2030-07-28,Sydney,Tokyo,10.1,4905,5,sunday
15303,2030-07-28,Lima,Los Angeles,8.6,4208,7,sunday
15304,2030-07-28,Sydney,Paris,22.2,10589,1,sunday
15305,2030-07-28,Los Angeles,Sydney,15.6,7619,2,sunday
15306,2030-07-28,Dubai,New York,13,6876,9,sunday
15307,2030-07-29,Paris,New York,7.4,3628,2,monday
15308,2030-07-29,Paris,Los Angeles,10.5,5767,2,monday
15309,2030-07-29,Nairobi,Paris,8.3,4183,10,monday
15310,2030-07-29,Paris,Dubai,7,3335,6,monday
15311,2030-07-29,Sydney,Tokyo,9.9,4906,7,monday
15312,2030-07-29,London,New York,7.3,3602,4,monday
15313,2030-07-29,Los Angeles,Singapore,15.4,8819,4,monday
15314,2030-07-29,Los Angeles,Lima,8.8,4287,5,monday
15315,2030-07-29,Paris,Nairobi,8.3,4131,9,monday
15316,2030-07-30,New York,Sydney,23.3,9964,5,tuesday
15317,2030-07-30,Tokyo,London,11.6,6078,9,tuesday
15318,2030-07-30,Sydney,Dubai,14.7,7533,2,tuesday
15319,2030-07-30,London,Tokyo,11.5,6365,2,tuesday
15320,2030-07-30,Dubai,New York,13.2,6971,1,tuesday
15321,2030-07-30,Los Angeles,Tokyo,12.1,5506,4,tuesday
15322,2030-07-31,New York,Nairobi,13.8,7363,2,wednesday
15323,2030-07-31,New York,Lima,8.2,3663,3,wednesday
15324,2030-07-31,Dubai,Los Angeles,16,8341,1,wednesday
15325,2030-07-31,Los Angeles,Singapore,15.3,8869,6,wednesday
15326,2030-07-31,Los Angeles,Lima,8.8,4213,6,wednesday
15327,2030-07-31,Paris,London,1.4,231,10,wednesday
15328,2030-07-31,Los Angeles,Singapore,15.2,8842,4,wednesday
15329,2030-07-31,Los Angeles,Singapore,15.3,8784,6,wednesday
15330,2030-07-31,London,New York,7.3,3473,7,wednesday
15331,2030-08-01,Tokyo,Los Angeles,12,5512,1,thursday
15332,2030-08-01,Paris,Sydney,22.2,10544,8,thursday
15333,2030-08-01,Tokyo,Los Angeles,12.1,5573,8,thursday
15334,2030-08-01,Sydney,Dubai,14.5,7537,9,thursday
15335,2030-08-01,London,Dubai,7.2,3556,1,thursday
15336,2030-08-02,Dubai,New York,13.1,6958,1,friday
15337,2030-08-02,Sydney,New York,23.1,9956,6,friday
15338,2030-08-02,Dubai,Tokyo,12.4,4962,8,friday
15339,2030-08-02,Dubai,Sydney,14.4,7510,7,friday
15340,2030-08-02,Nairobi,Dubai,5.3,2289,2,friday
15341,2030-08-02,Dubai,Paris,6.8,3299,2,friday
15342,2030-08-02,Tokyo,Singapore,6.9,3375,5,friday
15343,2030-08-02,Tokyo,Sydney,10,4937,3,friday
15344,2030-08-03,Los Angeles,Sydney,15.5,7629,7,saturday
15345,2030-08-03,Dubai,Sydney,14.6,7623,1,saturday
15346,2030-08-03,London,Paris,1.4,301,10,saturday
15347,2030-08-03,Sydney,London,23.8,10613,2,saturday
15348,2030-08-03,Nairobi,Paris,8.3,4113,10,saturday
15349,2030-08-04,London,Los Angeles,11.3,5739,4,sunday
15350,2030-08-04,Dubai,London,7.1,3437,10,sunday
15351,2030-08-04,Nairobi,Paris,8.3,4064,9,sunday
15352,2030-08-04,Paris,Singapore,14.2,7044,10,sunday
15353,2030-08-04,London,Singapore,15.3,6981,3,sunday
15354,2030-08-04,London,Los Angeles,11.3,5467,6,sunday
15355,2030-08-04,Dubai,Tokyo,12.2,4982,5,sunday
15356,2030-08-04,Los Angeles,Paris,10.5,5757,4,sunday
15357,2030-08-05,Dubai,Paris,7.2,3360,6,monday
15358,2030-08-05,Los Angeles,New York,6.3,2468,5,monday
15359,2030-08-05,Los Angeles,Singapore,15.3,8819,2,monday
15360,2030-08-05,Los Angeles,Dubai,16.2,8321,6,monday
15361,2030-08-05,Los Angeles,Lima,8.9,4260,6,monday
15362,2030-08-05,Sydney,New York,23.1,9935,7,monday
15363,2030-08-05,London,Tokyo,11.7,6067,2,monday
15364,2030-08-06,Sydney,Paris,22.2,10542,4,tuesday
15365,2030-08-06,Nairobi,Paris,8.3,4076,2,tuesday
15366,2030-08-06,New York,Los Angeles,6.2,2517,1,tuesday
15367,2030-08-06,Los Angeles,Sydney,15.8,7616,9,tuesday
15368,2030-08-06,Dubai,Singapore,7.6,3744,1,tuesday
15369,2030-08-07,Tokyo,Sydney,9.9,4983,7,wednesday
15370,2030-08-07,Tokyo,Sydney,9.9,4923,8,wednesday
15371,2030-08-07,Paris,Tokyo,13.9,6109,1,wednesday
15372,2030-08-07,New York,Los Angeles,6.3,2707,3,wednesday
15373,2030-08-07,Sydney,London,23.6,10580,10,wednesday
15374,2030-08-07,Sydney,Paris,22.3,10661,10,wednesday
15375,2030-08-07,London,Singapore,15.2,6903,10,wednesday
15376,2030-08-07,Los Angeles,Dubai,16.3,8357,5,wednesday
15377,2030-08-07,Dubai,Sydney,14.5,7604,6,wednesday
15378,2030-08-08,Tokyo,London,11.5,5980,1,thursday
15379,2030-08-08,Nairobi,London,8.9,4369,1,thursday
15380,2030-08-08,Paris,Singapore,14,7001,9,thursday
15381,2030-08-08,Paris,Dubai,6.8,3288,5,thursday
15382,2030-08-08,Dubai,New York,12.9,6963,9,thursday
15383,2030-08-08,Sydney,Dubai,14.5,7513,6,thursday
15384,2030-08-08,Dubai,Sydney,14.5,7577,3,thursday
15385,2030-08-08,New York,Nairobi,13.6,7434,9,thursday
15386,2030-08-09,Nairobi,Dubai,5.7,2261,7,friday
15387,2030-08-09,Singapore,Los Angeles,15.5,8844,3,friday
15388,2030-08-09,New York,Sydney,23.3,10023,8,friday
15389,2030-08-09,London,New York,7.3,3558,5,friday
15390,2030-08-09,Los Angeles,Singapore,15.3,8882,7,friday
15391,2030-08-09,Los Angeles,London,11.5,5574,10,friday
15392,2030-08-09,Paris,Tokyo,13.8,6292,8,friday
15393,2030-08-09,New York,Nairobi,13.6,7468,4,friday
15394,2030-08-09,Nairobi,London,8.8,4244,5,friday
15395,2030-08-09,Lima,New York,8.2,3742,8,friday
15396,2030-08-10,Los Angeles,London,11.4,5565,8,saturday
15397,2030-08-10,Nairobi,Paris,8.4,4193,10,saturday
15398,2030-08-10,Lima,New York,8.2,3681,7,saturday
15399,2030-08-10,Los Angeles,New York,6.1,2551,4,saturday
15400,2030-08-10,Tokyo,Paris,13.9,6156,8,saturday
15401,2030-08-10,London,Dubai,7.2,3484,4,saturday
15402,2030-08-10,Dubai,Los Angeles,16,8434,7,saturday
15403,2030-08-11,London,Los Angeles,11.4,5582,10,sunday
15404,2030-08-11,New York,Sydney,23.6,9945,4,sunday
15405,2030-08-11,Los Angeles,Sydney,15.7,7612,9,sunday
15406,2030-08-11,Los Angeles,Sydney,15.6,7772,2,sunday
15407,2030-08-11,Dubai,Sydney,14.5,7516,6,sunday
15408,2030-08-11,Singapore,London,15.5,6800,4,sunday
15409,2030-08-11,New York,London,7.5,3492,2,sunday
15410,2030-08-11,New York,London,7.3,3538,8,sunday
15411,2030-08-11,New York,Sydney,23.1,9935,8,sunday
15412,2030-08-12,London,Sydney,23.6,10651,7,monday
15413,2030-08-12,Singapore,Los Angeles,15.3,8885,7,monday
15414,2030-08-12,Sydney,New York,23.1,10046,10,monday
15415,2030-08-12,Sydney,Dubai,14.7,7619,8,monday
15416,2030-08-12,Sydney,Los Angeles,15.6,7590,10,monday
15417,2030-08-12,Nairobi,New York,13.6,7387,5,monday
15418,2030-08-12,Tokyo,Singapore,7,3333,1,monday
15419,2030-08-12,Tokyo,Singapore,6.8,3375,5,monday
15420,2030-08-13,Nairobi,Paris,8.1,4148,10,tuesday
15421,2030-08-13,Tokyo,Sydney,9.9,4893,5,tuesday
15422,2030-08-13,Nairobi,London,8.7,4261,10,tuesday
15423,2030-08-13,New York,Lima,8.3,3651,6,tuesday
15424,2030-08-13,Paris,Los Angeles,10.7,5692,1,tuesday
15425,2030-08-13,Tokyo,Sydney,10,5106,7,tuesday
15426,2030-08-13,Los Angeles,Tokyo,12,5614,4,tuesday
15427,2030-08-14,Singapore,London,15.2,6742,7,wednesday
15428,2030-08-14,Dubai,Nairobi,5.3,2287,4,wednesday
15429,2030-08-14,Los Angeles,Sydney,15.8,7624,3,wednesday
15430,2030-08-14,Dubai,London,7.2,3516,10,wednesday
15431,2030-08-14,Sydney,Dubai,14.6,7638,10,wednesday
15432,2030-08-14,Singapore,London,15.2,6933,9,wednesday
15433,2030-08-15,Tokyo,Singapore,6.9,3422,7,thursday
15434,2030-08-15,Lima,New York,8.1,3780,5,thursday
15435,2030-08-15,New York,Los Angeles,6.2,2473,8,thursday
15436,2030-08-15,Dubai,Singapore,7.6,3635,1,thursday
15437,2030-08-15,New York,Sydney,23.3,10088,1,thursday
15438,2030-08-15,New York,Nairobi,13.7,7433,4,thursday
15439,2030-08-15,Paris,London,1.5,223,5,thursday
15440,2030-08-15,Singapore,Tokyo,6.9,3465,8,thursday
15441,2030-08-16,Nairobi,New York,13.6,7457,6,friday
15442,2030-08-16,London,Nairobi,9.1,4351,8,friday
15443,2030-08-16,Tokyo,Sydney,9.9,4909,9,friday
15444,2030-08-16,London,Tokyo,11.8,5988,8,friday
15445,2030-08-16,Singapore,Tokyo,6.8,3342,5,friday
15446,2030-08-16,London,Paris,1.4,402,5,friday
15447,2030-08-16,Singapore,Tokyo,6.8,3329,5,friday
15448,2030-08-16,Dubai,Nairobi,5.3,2251,9,friday
15449,2030-08-16,New York,Lima,8.2,3850,7,friday
15450,2030-08-16,New York,London,7.5,3663,4,friday
15451,2030-08-17,New York,Sydney,23.3,10102,3,saturday
15452,2030-08-17,Tokyo,Dubai,12.2,5048,4,saturday
15453,2030-08-17,Singapore,Dubai,7.6,3819,10,saturday
15454,2030-08-17,Dubai,Paris,6.8,3267,8,saturday
15455,2030-08-17,Dubai,Singapore,7.7,3643,3,saturday
15456,2030-08-17,Dubai,Sydney,14.4,7679,4,saturday
15457,2030-08-17,Nairobi,Paris,8.2,4034,3,saturday
15458,2030-08-17,Nairobi,Dubai,5.3,2232,5,saturday
15459,2030-08-17,Dubai,London,7.3,3452,5,saturday
15460,2030-08-17,Dubai,London,7.1,3475,7,saturday
15461,2030-08-18,Los Angeles,London,11.4,5570,1,sunday
15462,2030-08-18,Dubai,Los Angeles,16,8482,8,sunday
15463,2030-08-18,Singapore,Paris,14.1,7133,9,sunday
15464,2030-08-18,Sydney,Dubai,14.4,7506,8,sunday
15465,2030-08-18,Los Angeles,Paris,10.7,5805,8,sunday
15466,2030-08-18,New York,Sydney,23.1,9940,9,sunday
15467,2030-08-18,Sydney,London,23.5,10601,5,sunday
15468,2030-08-18,Dubai,Sydney,14.4,7510,1,sunday
15469,2030-08-18,Paris,Los Angeles,10.5,5679,4,sunday
15470,2030-08-18,Paris,Dubai,6.7,3346,9,sunday
15471,2030-08-19,Dubai,Tokyo,12.3,4977,2,monday
15472,2030-08-19,Paris,Tokyo,13.8,6072,7,monday
15473,2030-08-19,London,Paris,1.4,310,7,monday
15474,2030-08-19,Paris,Los Angeles,10.5,5779,8,monday
15475,2030-08-19,Tokyo,Dubai,12.2,4980,8,monday
15476,2030-08-19,Dubai,London,7,3435,8,monday
15477,2030-08-19,Singapore,Los Angeles,15.3,8918,10,monday
15478,2030-08-19,Dubai,New York,13,6880,7,monday
15479,2030-08-20,Dubai,Nairobi,5.3,2290,6,tuesday
15480,2030-08-20,Dubai,Los Angeles,16.1,8435,5,tuesday
15481,2030-08-20,Dubai,Paris,6.9,3322,8,tuesday
15482,2030-08-20,Tokyo,Los Angeles,12,5499,3,tuesday
15483,2030-08-20,Paris,Sydney,22.4,10609,5,tuesday
15484,2030-08-20,Los Angeles,Lima,8.7,4245,3,tuesday
15485,2030-08-20,Dubai,Tokyo,12.3,4994,1,tuesday
15486,2030-08-20,Singapore,Paris,14.2,7077,8,tuesday
15487,2030-08-20,Singapore,Dubai,7.5,3656,1,tuesday
15488,2030-08-21,Los Angeles,Lima,8.7,4304,6,wednesday
15489,2030-08-21,New York,Nairobi,13.8,7366,6,wednesday
15490,2030-08-21,New York,Los Angeles,6.2,2472,9,wednesday
15491,2030-08-21,London,Paris,1.4,381,1,wednesday
15492,2030-08-21,New York,Los Angeles,6.4,2527,10,wednesday
15493,2030-08-21,Dubai,Tokyo,12.2,4977,9,wednesday
15494,2030-08-21,Paris,New York,7.5,3648,3,wednesday
15495,2030-08-21,Los Angeles,Singapore,15.6,8802,3,wednesday
15496,2030-08-21,Dubai,Tokyo,12.2,5006,3,wednesday
15497,2030-08-22,Los Angeles,Paris,10.8,5771,3,thursday
15498,2030-08-22,Sydney,Los Angeles,15.8,7612,7,thursday
15499,2030-08-22,Paris,Singapore,14.1,6989,7,thursday
15500,2030-08-22,Los Angeles,Paris,10.5,5716,8,thursday
15501,2030-08-22,London,Paris,1.3,270,8,thursday
15502,2030-08-22,New York,Dubai,13.2,6888,1,thursday
15503,2030-08-23,London,Sydney,23.5,10600,3,friday
15504,2030-08-23,Dubai,Tokyo,12.2,4971,5,friday
15505,2030-08-23,Dubai,London,7.4,3454,2,friday
15506,2030-08-23,Dubai,Nairobi,5.3,2216,8,friday
15507,2030-08-23,Nairobi,Paris,8.1,4131,3,friday
15508,2030-08-23,Paris,Dubai,6.8,3349,4,friday
15509,2030-08-23,Sydney,New York,23.6,10152,3,friday
15510,2030-08-23,Tokyo,Dubai,12.4,5081,6,friday
15511,2030-08-23,New York,Dubai,13.3,7032,2,friday
15512,2030-08-23,London,New York,7.5,3470,1,friday
15513,2030-08-24,Tokyo,Paris,13.8,6034,5,saturday
15514,2030-08-24,Nairobi,London,8.6,4242,1,saturday
15515,2030-08-24,Lima,Los Angeles,8.7,4206,2,saturday
15516,2030-08-24,Tokyo,Dubai,12.3,5032,6,saturday
15517,2030-08-24,Los Angeles,Dubai,16,8361,8,saturday
15518,2030-08-25,Dubai,Los Angeles,15.9,8343,8,sunday
15519,2030-08-25,Sydney,Los Angeles,15.7,7639,5,sunday
15520,2030-08-25,Sydney,London,23.3,10628,1,sunday
15521,2030-08-25,Los Angeles,Sydney,15.6,7513,10,sunday
15522,2030-08-25,Paris,Tokyo,13.9,6080,6,sunday
15523,2030-08-25,New York,Lima,8.1,3699,9,sunday
15524,2030-08-25,Lima,New York,8.1,3674,3,sunday
15525,2030-08-25,Sydney,Dubai,14.4,7561,6,sunday
15526,2030-08-25,London,Nairobi,8.8,4348,3,sunday
15527,2030-08-26,Nairobi,New York,13.8,7359,1,monday
15528,2030-08-26,New York,Tokyo,14.4,6748,9,monday
15529,2030-08-26,Dubai,Nairobi,5.1,2254,4,monday
15530,2030-08-26,Dubai,London,7.3,3423,8,monday
15531,2030-08-26,Singapore,Los Angeles,15.4,8801,9,monday
15532,2030-08-26,Dubai,New York,12.9,7010,2,monday
15533,2030-08-26,Sydney,London,23.4,10604,5,monday
15534,2030-08-26,London,New York,7.4,3490,2,monday
15535,2030-08-26,Sydney,Dubai,14.4,7551,6,monday
15536,2030-08-27,New York,Nairobi,13.8,7436,5,tuesday
15537,2030-08-27,Paris,Tokyo,13.7,6246,3,tuesday
15538,2030-08-27,Paris,Los Angeles,10.5,5799,4,tuesday
15539,2030-08-27,Dubai,Sydney,14.4,7671,4,tuesday
15540,2030-08-27,New York,Dubai,13.3,6843,7,tuesday
15541,2030-08-27,Paris,New York,7.5,3694,1,tuesday
15542,2030-08-28,Singapore,Los Angeles,15.3,8902,1,wednesday
15543,2030-08-28,Dubai,Singapore,7.5,3715,7,wednesday
15544,2030-08-28,Dubai,New York,12.9,6867,9,wednesday
15545,2030-08-28,London,Paris,1.7,365,9,wednesday
15546,2030-08-28,Tokyo,Sydney,9.9,4950,2,wednesday
15547,2030-08-28,Singapore,Los Angeles,15.4,8873,9,wednesday
15548,2030-08-28,London,Sydney,23.7,10603,10,wednesday
15549,2030-08-28,London,Paris,1.3,362,7,wednesday
15550,2030-08-28,Sydney,Los Angeles,15.7,7611,3,wednesday
15551,2030-08-28,Tokyo,Dubai,12.4,5061,8,wednesday
15552,2030-08-29,Nairobi,London,8.7,4258,3,thursday
15553,2030-08-29,New York,Sydney,23.3,10035,8,thursday
15554,2030-08-29,Dubai,New York,13.1,6869,2,thursday
15555,2030-08-29,Dubai,Tokyo,12.3,4940,5,thursday
15556,2030-08-29,Los Angeles,Dubai,15.9,8352,9,thursday
15557,2030-08-30,Tokyo,Paris,13.8,6100,10,friday
15558,2030-08-30,Tokyo,Singapore,6.8,3345,10,friday
15559,2030-08-30,Paris,Dubai,6.7,3397,8,friday
15560,2030-08-30,New York,Dubai,13.1,7004,5,friday
15561,2030-08-30,London,Nairobi,8.7,4249,9,friday
15562,2030-08-30,London,Paris,1.6,258,5,friday
15563,2030-08-30,Paris,London,1.4,329,1,friday
15564,2030-08-30,Sydney,Paris,22.2,10634,4,friday
15565,2030-08-30,Paris,Sydney,22.5,10604,4,friday
15566,2030-08-30,Dubai,Paris,6.8,3272,10,friday
15567,2030-08-31,Sydney,New York,23.1,10130,1,saturday
15568,2030-08-31,London,Sydney,23.5,10573,4,saturday
15569,2030-08-31,Singapore,Tokyo,6.8,3428,2,saturday
15570,2030-08-31,Singapore,Tokyo,7,3470,3,saturday
15571,2030-08-31,Singapore,Dubai,7.6,3660,3,saturday
15572,2030-08-31,London,Nairobi,8.6,4398,4,saturday
15573,2030-08-31,Nairobi,New York,13.9,7467,8,saturday
15574,2030-09-01,Paris,New York,7.7,3776,6,sunday
15575,2030-09-01,Tokyo,Sydney,10.3,4925,7,sunday
15576,2030-09-01,Dubai,Los Angeles,16,8323,4,sunday
15577,2030-09-01,Singapore,Dubai,7.7,3733,5,sunday
15578,2030-09-01,Tokyo,Los Angeles,12.1,5571,6,sunday
15579,2030-09-01,London,Paris,1.4,257,8,sunday
15580,2030-09-01,Dubai,London,7.1,3419,4,sunday
15581,2030-09-01,Los Angeles,Lima,9,4235,2,sunday
15582,2030-09-01,Dubai,Sydney,14.3,7585,2,sunday
15583,2030-09-01,London,Singapore,15.3,6751,1,sunday
15584,2030-09-02,New York,Tokyo,14.5,6796,7,monday
15585,2030-09-02,Singapore,Dubai,7.6,3835,8,monday
15586,2030-09-02,Paris,Tokyo,14,6051,10,monday
15587,2030-09-02,Sydney,Los Angeles,15.6,7523,6,monday
15588,2030-09-02,Tokyo,Singapore,6.8,3424,8,monday
15589,2030-09-02,Lima,New York,8.4,3743,3,monday
15590,2030-09-03,Paris,New York,7.5,3758,8,tuesday
15591,2030-09-03,London,Tokyo,11.9,6068,10,tuesday
15592,2030-09-03,Dubai,Sydney,14.5,7588,1,tuesday
15593,2030-09-03,Nairobi,New York,13.6,7381,8,tuesday
15594,2030-09-03,Nairobi,Dubai,5.2,2221,6,tuesday
15595,2030-09-03,London,New York,7.3,3646,7,tuesday
15596,2030-09-03,Dubai,New York,13.1,7001,8,tuesday
15597,2030-09-03,Paris,Nairobi,8.1,4094,6,tuesday
15598,2030-09-03,Los Angeles,New York,6.2,2495,1,tuesday
15599,2030-09-04,Sydney,Los Angeles,15.6,7619,7,wednesday
15600,2030-09-04,New York,Nairobi,13.6,7402,7,wednesday
15601,2030-09-04,London,Singapore,15.2,6887,7,wednesday
15602,2030-09-04,Dubai,Nairobi,5.3,2236,9,wednesday
15603,2030-09-04,New York,Los Angeles,6.1,2504,10,wednesday
15604,2030-09-04,Sydney,Tokyo,10.1,4869,6,wednesday
15605,2030-09-05,London,Sydney,23.5,10677,7,thursday
15606,2030-09-05,Sydney,London,23.5,10633,5,thursday
15607,2030-09-05,Paris,Nairobi,8.3,4032,2,thursday
15608,2030-09-05,London,Dubai,7.2,3469,5,thursday
15609,2030-09-05,Lima,Los Angeles,8.8,4388,1,thursday
15610,2030-09-05,Singapore,London,15.5,6744,7,thursday
15611,2030-09-05,New York,London,7.2,3605,8,thursday
15612,2030-09-05,Los Angeles,London,11.3,5541,1,thursday
15613,2030-09-05,New York,Lima,8.3,3789,4,thursday
15614,2030-09-06,Paris,Tokyo,13.9,6109,9,friday
15615,2030-09-06,Dubai,Singapore,7.7,3641,5,friday
15616,2030-09-06,London,Sydney,23.7,10584,1,friday
15617,2030-09-06,London,New York,7.7,3510,9,friday
15618,2030-09-06,Los Angeles,London,11.4,5657,4,friday
